month,customer_id,receivable_k,dso_days,overdue,revenue_share
2023-06,C04,209.7,44.5,0,0.064
2023-06,C05,194.84,46.9,0,0.0565
2023-06,C06,136.52,44.4,0,0.0418
2023-06,C07,144.1,46.9,0,0.0418
2023-06,C08,131.12,42.6,0,0.0418
2023-06,C09,141.67,46.1,0,0.0418
2023-06,C10,157.78,51.3,0,0.0418
2023-06,C11,173.31,56.4,0,0.0418
2023-06,C12,136.99,44.5,0,0.0418
2023-06,C13,151.98,49.4,0,0.0418
2023-06,C14,144.74,47.1,0,0.0418
2023-06,C15,141.11,45.9,0,0.0418
2023-06,C16,145.76,47.4,0,0.0418
2023-06,C17,136.54,44.4,0,0.0418
2023-06,C18,133.29,43.3,0,0.0418
2023-06,C19,148.05,48.1,0,0.0418
2023-06,C20,138.11,44.9,0,0.0418
2023-07,C01,260.3,46.4,0,0.0979
2023-07,C02,221.75,46.7,0,0.0829
2023-07,C03,169.22,41.3,0,0.0716
2023-07,C04,170.76,46.6,0,0.064
2023-07,C05,165.27,51.1,0,0.0565
2023-07,C06,115.94,48.4,0,0.0418
2023-07,C07,114.09,47.7,0,0.0418
2023-07,C08,99.08,41.4,,0.0418
2023-07,C09,111.06,46.4,0,0.0418
2023-07,C10,101.16,42.3,0,0.0418
2023-07,C11,118.84,49.6,0,0.0418
2023-07,C12,125.09,52.3,0,0.0418
2023-07,C13,110.36,46.1,0,0.0418
2023-07,C14,108.34,45.3,0,0.0418
2023-07,C15,108.37,45.3,0,0.0418
2023-07,C16,101.2,42.3,0,0.0418
2023-07,C17,102.86,43.0,0,0.0418
2023-07,C18,107.27,44.8,0,0.0418
2023-07,C19,113.11,47.2,0,0.0418
2023-07,C20,106.08,44.3,0,0.0418
2023-08,C01,291.53,51.7,0,0.0979
2023-08,C02,226.07,47.4,0,0.0829
2023-08,C03,187.35,45.5,0,0.0716
2023-08,C04,155.42,42.1,0,0.064
2023-08,C05,154.29,47.4,0,0.0565
2023-08,C06,99.57,41.3,0,0.0418
2023-08,C07,112.76,46.8,0,0.0418
2023-08,C08,116.99,48.6,0,0.0418
2023-08,C09,117.97,49.0,0,0.0418
2023-08,C10,124.21,51.6,0,0.0418
2023-08,C11,109.93,45.6,0,0.0418
2023-08,C12,111.27,46.2,0,0.0418
2023-08,C13,99.67,41.4,0,0.0418
2023-08,C14,111.72,46.4,0,0.0418
2023-08,C15,111.39,46.3,0,0.0418
2023-08,C16,108.1,44.9,0,0.0418
2023-08,C17,111.07,46.1,0,0.0418
2023-08,C18,110.06,45.7,0,0.0418
2023-08,C19,129.72,53.9,0,0.0418
2023-08,C20,101.77,42.3,,0.0418
2023-09,C01,327.58,45.4,0,0.0979
2023-09,C02,298.97,49.0,0,0.0829
2023-09,C03,261.64,49.7,0,0.0716
2023-09,C04,203.11,43.1,0,0.064
2023-09,C05,208.49,50.1,0,0.0565
2023-09,C06,141.46,46.0,0,0.0418
2023-09,C07,145.24,47.2,0,0.0418
2023-09,C08,145.21,47.2,0,0.0418
2023-09,C09,153.38,49.8,0,0.0418
2023-09,C10,138.77,45.1,0,0.0418
2023-09,C11,145.73,47.3,0,0.0418
2023-09,C12,151.51,49.2,0,0.0418
2023-09,C13,120.79,39.2,,0.0418
2023-09,C14,164.02,53.3,0,0.0418
2023-09,C15,132.35,43.0,0,0.0418
2023-09,C16,144.8,47.0,0,0.0418
2023-09,C17,136.38,44.3,0,0.0418
2023-09,C18,129.16,42.0,0,0.0418
2023-09,C19,149.19,48.5,0,0.0418
2023-09,C20,140.31,45.6,0,0.0418
2023-10,C01,294.51,48.8,0,0.0979
2023-10,C02,245.58,48.1,0,0.0829
2023-10,C03,209.22,47.4,0,0.0716
2023-10,C04,189.98,48.1,,0.064
2023-10,C05,149.25,42.8,0,0.0565
2023-10,C06,133.66,51.9,0,0.0418
2023-10,C07,117.02,45.4,0,0.0418
2023-10,C08,119.48,46.4,0,0.0418
2023-10,C09,115.83,44.9,0,0.0418
2023-10,C10,124.74,48.4,0,0.0418
2023-10,C11,122.77,47.6,0,0.0418
2023-10,C12,123.37,47.9,0,0.0418
2023-10,C13,115.45,44.8,0,0.0418
2023-10,C14,110.71,42.9,0,0.0418
2023-10,C15,128.44,49.8,0,0.0418
2023-10,C16,126.58,49.1,0,0.0418
2023-10,C17,120.83,46.9,0,0.0418
2023-10,C18,109.78,42.6,0,0.0418
2023-10,C19,133.32,51.7,0,0.0418
2023-10,C20,117.95,45.8,0,0.0418
2023-11,C01,258.79,46.2,0,0.0979
2023-11,C02,225.21,47.5,0,0.0829
2023-11,C03,181.02,44.2,0,0.0716
2023-11,C04,186.43,50.9,0,0.064
2023-11,C05,148.65,46.0,0,0.0565
2023-11,C06,114.85,48.0,0,0.0418
2023-11,C07,105.68,44.2,0,0.0418
2023-11,C08,94.84,39.6,0,0.0418
2023-11,C09,106.21,44.4,0,0.0418
2023-11,C10,122.95,51.4,0,0.0418
2023-11,C11,113.68,47.5,0,0.0418
2023-11,C12,112.57,47.1,0,0.0418
2023-11,C13,102.31,42.8,0,0.0418
2023-11,C14,120.58,50.4,0,0.0418
2023-11,C15,120.67,50.4,0,0.0418
2023-11,C16,105.79,44.2,0,0.0418
2023-11,C17,119.29,49.9,0,0.0418
2023-11,C18,103.73,43.4,0,0.0418
2023-11,C19,111.18,46.5,0,0.0418
2023-11,C20,118.34,49.5,0,0.0418
2023-12,C01,336.05,46.5,0,0.0979
2023-12,C02,270.43,44.2,0,0.0829
2023-12,C03,215.05,40.7,0,0.0716
2023-12,C04,207.21,43.9,0,0.064
2023-12,C05,240.75,57.8,0,0.0565
2023-12,C06,143.27,46.4,0,0.0418
2023-12,C07,149.96,48.6,0,0.0418
2023-12,C08,147.81,47.9,0,0.0418
2023-12,C09,144.04,46.7,0,0.0418
2023-12,C10,142.51,46.2,0,0.0418
2023-12,C11,129.52,42.0,0,0.0418
2023-12,C12,146.06,47.3,0,0.0418
2023-12,C13,127.26,41.3,0,0.0418
2023-12,C14,141.38,45.8,0,0.0418
2023-12,C15,142.04,46.0,0,0.0418
2023-12,C16,143.78,46.6,0,0.0418
2023-12,C17,143.86,46.6,0,0.0418
2023-12,C18,159.38,51.7,0,0.0418
2023-12,C19,145.75,47.3,0,0.0418
2023-12,C20,139.34,45.2,0,0.0418
2024-01,C01,311.21,51.3,0,0.0979
2024-01,C02,247.96,48.3,0,0.0829
2024-01,C03,217.21,49.0,0,0.0716
2024-01,C04,171.34,43.2,0,0.064
2024-01,C05,169.0,48.3,0,0.0565
2024-01,C06,124.94,48.2,0,0.0418
2024-01,C07,128.14,49.4,0,0.0418
2024-01,C08,113.58,43.8,0,0.0418
2024-01,C09,107.58,41.5,0,0.0418
2024-01,C10,117.81,45.5,0,0.0418
2024-01,C11,109.04,42.1,0,0.0418
2024-01,C12,115.58,44.6,0,0.0418
2024-01,C13,133.6,51.5,0,0.0418
2024-01,C14,106.56,41.1,0,0.0418
2024-01,C15,112.08,43.2,0,0.0418
2024-01,C16,118.05,45.6,0,0.0418
2024-01,C17,125.28,48.3,0,0.0418
2024-01,C18,114.42,44.1,0,0.0418
2024-01,C19,126.3,48.7,0,0.0418
2024-01,C20,133.81,51.6,0,0.0418
2024-02,C01,290.18,48.3,0,0.1001
2024-02,C02,247.89,48.6,0,0.085
2024-02,C03,193.95,43.8,0,0.0737
2024-02,C04,199.48,50.2,0,0.0662
2024-02,C05,168.24,47.8,0,0.0586
2024-02,C06,120.52,48.8,0,0.0411
2024-02,C07,106.88,43.3,0,0.0411
2024-02,C08,109.63,44.4,0,0.0411
2024-02,C09,115.18,46.7,0,0.0411
2024-02,C10,116.55,47.2,0,0.0411
2024-02,C11,114.68,46.5,0,0.0411
2024-02,C12,128.14,51.9,,0.0411
2024-02,C13,113.05,45.8,0,0.0411
2024-02,C14,120.44,48.8,0,0.0411
2024-02,C15,107.92,43.7,0,0.0411
2024-02,C16,121.35,49.2,0,0.0411
2024-02,C17,117.93,47.8,0,0.0411
2024-02,C18,108.76,44.1,0,0.0411
2024-02,C19,113.53,46.0,0,0.0411
2024-02,C20,117.35,47.5,0,0.0411
2024-03,C01,371.93,46.4,0,0.1022
2024-03,C02,284.22,41.6,0,0.0871
2024-03,C03,306.12,51.5,0,0.0758
2024-03,C04,241.55,45.1,0,0.0683
2024-03,C05,218.83,45.9,0,0.0608
2024-03,C06,136.59,43.1,0,0.0404
2024-03,C07,140.93,44.5,0,0.0404
2024-03,C08,140.47,44.3,0,0.0404
2024-03,C09,125.83,39.7,0,0.0404
2024-03,C10,165.29,52.2,0,0.0404
2024-03,C11,146.34,46.2,0,0.0404
2024-03,C12,156.28,49.3,0,0.0404
2024-03,C13,153.05,48.3,,0.0404
2024-03,C14,138.94,43.9,0,0.0404
2024-03,C15,147.77,46.6,0,0.0404
2024-03,C16,157.72,49.8,0,0.0404
2024-03,C17,152.62,48.2,0,0.0404
2024-03,C18,163.45,51.6,0,0.0404
2024-03,C19,149.4,47.2,0,0.0404
2024-03,C20,136.86,43.2,0,0.0404
2024-04,C01,295.85,46.0,0,0.1043
2024-04,C02,273.3,49.7,0,0.0892
2024-04,C03,226.91,47.2,0,0.0779
2024-04,C04,220.05,50.7,0,0.0704
2024-04,C05,187.72,48.5,0,0.0629
2024-04,C06,112.75,46.1,0,0.0397
2024-04,C07,113.62,46.5,0,0.0397
2024-04,C08,123.31,50.4,0,0.0397
2024-04,C09,122.5,50.1,0,0.0397
2024-04,C10,116.17,47.5,0,0.0397
2024-04,C11,120.97,49.5,0,0.0397
2024-04,C12,116.13,47.5,0,0.0397
2024-04,C13,117.73,48.1,0,0.0397
2024-04,C14,111.94,45.8,0,0.0397
2024-04,C15,103.64,42.4,0,0.0397
2024-04,C16,104.58,42.8,0,0.0397
2024-04,C17,126.54,51.8,0,0.0397
2024-04,C18,108.21,44.3,0,0.0397
2024-04,C19,120.42,49.3,0,0.0397
2024-04,C20,116.88,47.8,0,0.0397
2024-05,C01,312.78,44.8,0,0.1064
2024-05,C02,265.84,44.3,0,0.0914
2024-05,C03,253.34,48.2,0,0.0801
2024-05,C04,225.4,47.3,0,0.0725
2024-05,C05,198.79,46.6,0,0.065
2024-05,C06,149.31,58.4,0,0.039
2024-05,C07,132.8,51.9,0,0.039
2024-05,C08,119.85,46.8,0,0.039
2024-05,C09,115.29,45.1,0,0.039
2024-05,C10,126.86,49.6,0,0.039
2024-05,C11,131.73,51.5,0,0.039
2024-05,C12,127.48,49.8,0,0.039
2024-05,C13,120.68,47.2,0,0.039
2024-05,C14,119.53,46.7,0,0.039
2024-05,C15,127.66,49.9,0,0.039
2024-05,C16,124.47,48.6,0,0.039
2024-05,C17,122.1,47.7,0,0.039
2024-05,C18,119.4,46.7,0,0.039
2024-05,C19,109.83,42.9,0,0.039
2024-05,C20,121.99,47.7,0,0.039
2024-06,C01,400.5,47.9,0,0.1086
2024-06,C02,349.04,48.5,0,0.0935
2024-06,C03,321.63,50.8,0,0.0822
2024-06,C04,259.82,45.2,0,0.0747
2024-06,C05,272.52,52.7,0,0.0671
2024-06,C06,133.58,45.3,0,0.0383
2024-06,C07,124.68,42.3,0,0.0383
2024-06,C08,145.7,49.4,0,0.0383
2024-06,C09,154.12,52.3,0,0.0383
2024-06,C10,131.79,44.7,0,0.0383
2024-06,C11,148.33,50.3,0,0.0383
2024-06,C12,142.76,48.4,0,0.0383
2024-06,C13,117.45,39.9,0,0.0383
2024-06,C14,146.25,49.6,0,0.0383
2024-06,C15,133.26,45.2,0,0.0383
2024-06,C16,144.56,49.0,0,0.0383
2024-06,C17,140.39,47.6,0,0.0383
2024-06,C18,143.77,48.8,0,0.0383
2024-06,C19,145.52,49.4,0,0.0383
2024-06,C20,136.26,46.2,0,0.0383
2024-07,C01,362.25,51.7,,0.1107
2024-07,C02,286.16,47.3,0,0.0956
2024-07,C03,255.71,47.9,0,0.0843
2024-07,C04,230.77,47.5,0,0.0768
2024-07,C05,201.43,45.9,0,0.0693
2024-07,C06,114.08,48.0,0,0.0376
2024-07,C07,121.28,51.0,0,0.0376
2024-07,C08,105.57,44.4,0,0.0376
2024-07,C09,102.39,43.1,0,0.0376
2024-07,C10,106.98,45.0,0,0.0376
2024-07,C11,117.75,49.5,0,0.0376
2024-07,C12,104.38,43.9,0,0.0376
2024-07,C13,117.16,49.3,0,0.0376
2024-07,C14,109.13,45.9,0,0.0376
2024-07,C15,106.42,44.8,0,0.0376
2024-07,C16,108.01,45.4,0,0.0376
2024-07,C17,105.07,44.2,0,0.0376
2024-07,C18,119.2,50.1,0,0.0376
2024-07,C19,97.79,41.1,0,0.0376
2024-07,C20,101.27,42.6,0,0.0376
2024-08,C01,388.65,53.2,0,0.1128
2024-08,C02,307.16,48.5,0,0.0978
2024-08,C03,272.44,48.6,0,0.0865
2024-08,C04,224.06,43.8,0,0.0789
2024-08,C05,194.98,42.1,0,0.0714
2024-08,C06,106.98,44.8,0,0.0368
2024-08,C07,114.18,47.8,0,0.0368
2024-08,C08,120.96,50.7,0,0.0368
2024-08,C09,104.46,43.8,0,0.0368
2024-08,C10,102.51,42.9,0,0.0368
2024-08,C11,123.37,51.7,0,0.0368
2024-08,C12,108.66,45.5,0,0.0368
2024-08,C13,121.26,50.8,0,0.0368
2024-08,C14,119.44,50.0,0,0.0368
2024-08,C15,128.39,53.8,0,0.0368
2024-08,C16,114.91,48.1,0,0.0368
2024-08,C17,129.18,54.1,0,0.0368
2024-08,C18,121.27,50.8,0,0.0368
2024-08,C19,110.5,46.3,0,0.0368
2024-08,C20,108.21,45.3,0,0.0368
2024-09,C01,500.23,55.2,0,0.1149
2024-09,C02,394.5,50.1,0,0.0999
2024-09,C03,325.95,46.7,0,0.0886
2024-09,C04,312.98,49.0,0,0.081
2024-09,C05,298.86,51.6,0,0.0735
2024-09,C06,146.65,51.5,0,0.0361
2024-09,C07,140.12,49.2,,0.0361
2024-09,C08,135.8,47.7,0,0.0361
2024-09,C09,127.4,44.7,0,0.0361
2024-09,C10,145.56,51.1,0,0.0361
2024-09,C11,141.5,49.7,0,0.0361
2024-09,C12,117.66,41.3,0,0.0361
2024-09,C13,141.58,49.7,0,0.0361
2024-09,C14,124.97,43.9,0,0.0361
2024-09,C15,145.54,51.1,0,0.0361
2024-09,C16,121.62,42.7,0,0.0361
2024-09,C17,136.31,47.8,0,0.0361
2024-09,C18,136.6,47.9,0,0.0361
2024-09,C19,148.69,52.2,0,0.0361
2024-09,C20,136.88,48.0,0,0.0361
2024-10,C01,338.86,45.0,0,0.1171
2024-10,C02,319.64,48.7,0,0.102
2024-10,C03,270.84,46.4,0,0.0907
2024-10,C04,245.72,46.0,0,0.0832
2024-10,C05,231.37,47.6,0,0.0756
2024-10,C06,120.02,52.7,0,0.0354
2024-10,C07,106.94,47.0,0,0.0354
2024-10,C08,108.59,47.7,0,0.0354
2024-10,C09,101.21,44.4,0,0.0354
2024-10,C10,105.52,46.3,0,0.0354
2024-10,C11,109.69,48.2,0,0.0354
2024-10,C12,105.02,46.1,0,0.0354
2024-10,C13,105.51,46.3,0,0.0354
2024-10,C14,112.09,49.2,0,0.0354
2024-10,C15,106.26,46.7,0,0.0354
2024-10,C16,113.34,49.8,0,0.0354
2024-10,C17,122.14,53.6,0,0.0354
2024-10,C18,111.04,48.8,0,0.0354
2024-10,C19,92.13,40.4,0,0.0354
2024-10,C20,109.74,48.2,0,0.0354
2024-11,C01,319.95,41.9,0,0.1192
2024-11,C02,293.3,43.9,0,0.1041
2024-11,C03,284.49,47.8,0,0.0928
2024-11,C04,257.13,47.0,0,0.0853
2024-11,C05,246.65,49.5,0,0.0778
2024-11,C06,108.48,48.7,0,0.0347
2024-11,C07,102.96,46.3,0,0.0347
2024-11,C08,107.48,48.3,0,0.0347
2024-11,C09,114.36,51.4,0,0.0347
2024-11,C10,94.7,42.6,0,0.0347
2024-11,C11,119.47,53.7,0,0.0347
2024-11,C12,96.74,43.5,0,0.0347
2024-11,C13,110.88,49.8,0,0.0347
2024-11,C14,99.85,44.9,,0.0347
2024-11,C15,107.3,48.2,0,0.0347
2024-11,C16,108.48,48.8,0,0.0347
2024-11,C17,91.05,40.9,0,0.0347
2024-11,C18,97.96,44.0,0,0.0347
2024-11,C19,100.05,45.0,0,0.0347
2024-11,C20,109.94,49.4,0,0.0347
2024-12,C01,530.77,54.0,0,0.1213
2024-12,C02,375.32,43.6,0,0.1063
2024-12,C03,380.95,49.5,0,0.095
2024-12,C04,331.01,46.7,0,0.0874
2024-12,C05,310.08,47.9,0,0.0799
2024-12,C06,133.65,48.5,0,0.034
2024-12,C07,125.45,45.5,0,0.034
2024-12,C08,131.05,47.6,0,0.034
2024-12,C09,128.8,46.8,0,0.034
2024-12,C10,130.97,47.5,0,0.034
2024-12,C11,136.16,49.4,0,0.034
2024-12,C12,122.23,44.4,0,0.034
2024-12,C13,128.11,46.5,0,0.034
2024-12,C14,136.4,49.5,0,0.034
2024-12,C15,108.31,39.3,0,0.034
2024-12,C16,114.68,41.6,0,0.034
2024-12,C17,124.22,45.1,0,0.034
2024-12,C18,124.6,45.2,0,0.034
2024-12,C19,131.17,47.6,0,0.034
2024-12,C20,128.58,46.7,0,0.034
2025-01,C01,351.53,42.4,0,0.1235
2025-01,C02,310.58,42.7,0,0.1084
2025-01,C03,327.41,50.2,0,0.0971
2025-01,C04,295.26,49.1,0,0.0896
2025-01,C05,255.29,46.4,0,0.082
2025-01,C06,114.82,51.4,0,0.0333
2025-01,C07,103.06,46.1,0,0.0333
2025-01,C08,108.35,48.5,,0.0333
2025-01,C09,103.71,46.4,0,0.0333
2025-01,C10,93.28,41.7,0,0.0333
2025-01,C11,116.45,52.1,0,0.0333
2025-01,C12,108.84,48.7,0,0.0333
2025-01,C13,112.33,50.2,0,0.0333
2025-01,C14,102.76,46.0,0,0.0333
2025-01,C15,108.07,48.3,0,0.0333
2025-01,C16,108.91,48.7,0,0.0333
2025-01,C17,116.57,52.1,0,0.0333
2025-01,C18,99.77,44.6,0,0.0333
2025-01,C19,109.06,48.8,0,0.0333
2025-01,C20,110.38,49.4,0,0.0333
2025-02,C01,402.4,47.2,0,0.1256
2025-02,C02,330.5,44.0,0,0.1105
2025-02,C03,317.49,47.1,0,0.0992
2025-02,C04,239.25,38.4,0,0.0917
2025-02,C05,250.65,43.8,0,0.0841
2025-02,C06,105.99,47.9,0,0.0326
2025-02,C07,108.17,48.8,0,0.0326
2025-02,C08,112.45,50.8,0,0.0326
2025-02,C09,105.34,47.6,0,0.0326
2025-02,C10,109.62,49.5,0,0.0326
2025-02,C11,130.11,58.8,0,0.0326
2025-02,C12,96.03,43.4,0,0.0326
2025-02,C13,108.05,48.8,0,0.0326
2025-02,C14,110.04,49.7,0,0.0326
2025-02,C15,94.82,42.8,0,0.0326
2025-02,C16,96.3,43.5,0,0.0326
2025-02,C17,111.83,50.5,0,0.0326
2025-02,C18,116.85,52.8,0,0.0326
2025-02,C19,108.02,48.8,0,0.0326
2025-02,C20,94.45,42.6,0,0.0326
2025-03,C01,498.54,46.7,0,0.1277
2025-03,C02,433.37,46.1,0,0.1126
2025-03,C03,570.81,67.4,0,0.1013
2025-03,C04,349.35,44.6,0,0.0938
2025-03,C05,352.97,49.0,0,0.0863
2025-03,C06,125.02,46.9,0,0.0319
2025-03,C07,136.28,51.2,0,0.0319
2025-03,C08,130.54,49.0,0,0.0319
2025-03,C09,133.39,50.1,0,0.0319
2025-03,C10,114.46,43.0,0,0.0319
2025-03,C11,161.94,60.8,0,0.0319
2025-03,C12,124.48,46.7,0,0.0319
2025-03,C13,116.57,43.8,0,0.0319
2025-03,C14,135.87,51.0,0,0.0319
2025-03,C15,107.67,40.4,0,0.0319
2025-03,C16,113.72,42.7,0,0.0319
2025-03,C17,122.36,45.9,0,0.0319
2025-03,C18,123.62,46.4,0,0.0319
2025-03,C19,121.02,45.4,0,0.0319
2025-03,C20,135.01,50.7,,0.0319
2025-04,C01,372.74,43.2,,0.1298
2025-04,C02,338.41,44.4,0,0.1148
2025-04,C03,592.09,86.1,1,0.1035
2025-04,C04,289.06,45.3,0,0.0959
2025-04,C05,290.91,49.5,0,0.0884
2025-04,C06,99.15,47.9,0,0.0312
2025-04,C07,96.56,46.6,0,0.0312
2025-04,C08,92.16,44.5,0,0.0312
2025-04,C09,105.95,51.1,0,0.0312
2025-04,C10,98.42,47.5,0,0.0312
2025-04,C11,97.89,47.3,0,0.0312
2025-04,C12,95.79,46.2,0,0.0312
2025-04,C13,95.72,46.2,0,0.0312
2025-04,C14,105.06,50.7,0,0.0312
2025-04,C15,88.3,42.6,0,0.0312
2025-04,C16,110.15,53.2,0,0.0312
2025-04,C17,96.06,46.4,0,0.0312
2025-04,C18,95.64,46.2,0,0.0312
2025-04,C19,98.24,47.4,0,0.0312
2025-04,C20,82.03,39.6,0,0.0312
2025-05,C01,457.62,49.7,0,0.132
2025-05,C02,383.54,47.0,0,0.1169
2025-05,C03,774.1,105.0,1,0.1056
2025-05,C04,359.4,52.5,0,0.0981
2025-05,C05,292.49,46.3,0,0.0905
2025-05,C06,101.83,47.9,0,0.0305
2025-05,C07,91.34,43.0,0,0.0305
2025-05,C08,104.77,49.3,0,0.0305
2025-05,C09,108.77,51.2,0,0.0305
2025-05,C10,100.0,47.0,0,0.0305
2025-05,C11,116.76,54.9,0,0.0305
2025-05,C12,90.16,42.4,0,0.0305
2025-05,C13,92.22,43.4,,0.0305
2025-05,C14,107.12,50.4,0,0.0305
2025-05,C15,97.81,46.0,0,0.0305
2025-05,C16,92.71,43.6,0,0.0305
2025-05,C17,86.02,40.5,0,0.0305
2025-05,C18,97.92,46.1,0,0.0305
2025-05,C19,110.39,51.9,0,0.0305
2025-05,C20,97.78,46.0,0,0.0305
2025-06,C01,450.34,40.6,0,0.1341
2025-06,C02,428.53,43.5,0,0.119
2025-06,C03,898.72,100.8,1,0.1077
2025-06,C04,403.47,48.7,0,0.1002
2025-06,C05,351.83,45.9,0,0.0927
2025-06,C06,111.7,45.4,0,0.0298
2025-06,C07,108.05,43.9,0,0.0298
2025-06,C08,113.27,46.0,0,0.0298
2025-06,C09,118.86,48.3,0,0.0298
2025-06,C10,114.84,46.6,0,0.0298
2025-06,C11,146.22,59.4,0,0.0298
2025-06,C12,106.95,43.4,0,0.0298
2025-06,C13,117.93,47.9,0,0.0298
2025-06,C14,123.89,50.3,0,0.0298
2025-06,C15,115.38,46.8,0,0.0298
2025-06,C16,111.0,45.1,0,0.0298
2025-06,C17,116.45,47.3,0,0.0298
2025-06,C18,127.65,51.8,0,0.0298
2025-06,C19,110.03,44.7,0,0.0298
2025-06,C20,109.09,44.3,0,0.0298
2025-07,C01,431.66,48.0,0,0.1341
2025-07,C02,376.56,47.2,0,0.119
2025-07,C03,856.45,118.5,1,0.1077
2025-07,C04,325.98,48.5,0,0.1002
2025-07,C05,267.42,43.0,0,0.0927
2025-07,C06,85.53,42.8,0,0.0298
2025-07,C07,97.66,48.9,0,0.0298
2025-07,C08,107.33,53.8,0,0.0298
2025-07,C09,92.44,46.3,0,0.0298
